Settings so far
Deviation share amplitude: 0.05
Mutation probability: 0.25
Borders:
x [ -2 ; 2 ]
y [ -2 ; 2 ]
+----+------------------------+------------------------+-----------------------+--------------------+---------------------+
| N  |           X            |           Y            |          FIT          |      MAX FIT       |       AVG FIT       |
|    | -0.003546145564672948  | -0.0012249011257243203 |   0.9999859245679261  |                    |                     |
|    | -0.004021583609519347  | -0.005278715914810761  |   0.9999559629932199  |                    |                     |
|    |  -0.07512937388689335  |  -0.12221049904964369  |   0.9796304905299186  |                    |                     |
|    |                        |                        |                       |                    |                     |
| 40 | -0.003546145564672948  | -0.0012249011257243203 |   0.9999859245679261  | 0.9999859245679261 |  0.9996481421882556 |
|    | -0.003546145564672948  | -0.0012249011257243203 |   0.9999859245679261  |                    |                     |
|    | -0.003546145564672948  |  -0.00635206423943514  |   0.9999470775319754  |                    |                     |
|    | -0.003546145564672948  |  -0.03625828398670575  |   0.9986736420851946  |                    |                     |
|    |                        |                        |                       |                    |                     |
| 50 |  -0.0202578609259855   | -0.010882253292422504  |   0.9994713354263697  | 0.9994713354263697 |  0.9822811952159786 |
|    |  -0.00672164410910233  | -0.029014862529590395  |   0.9991133505589754  |                    |                     |
|    |  -0.12163075357370304  | -0.010882253292422504  |   0.9851981764793694  |                    |                     |
|    |  -0.00672164410910233  |  -0.23698822337304043  |   0.9453419183991999  |                    |                     |
|    |                        |                        |                       |                    |                     |
| 60 | -0.0005610192715537685 |  -0.08592115943411988  |   0.992644425251486   | 0.992644425251486  |  0.9871830318368086 |
|    |  0.033297392663145166  |  -0.08592115943411988  |   0.9915447861003661  |                    |                     |
|    |  -0.0202578609259855   |  -0.10346020384348856  |   0.9889471419842064  |                    |                     |
|    |  -0.0202578609259855   |  -0.15587354939924467  |   0.9755957740111757  |                    |                     |
|    |                        |                        |                       |                    |                     |
+----+------------------------+------------------------+-----------------------+--------------------+---------------------+
The best option so far is: x = -0.0002650385197893899 y = -0.0012249011257243203, fit = 0.9999984293730486
